"company","address_line_1","city","zipcode","naics8_descriptions","employee_size_location","sales_volume_location","state"
"DUNYA WINE BAR & RESTAURANT","1609 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",9,641,"CA"
"DUNYA","1609 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",9,641,"CA"
"KASA INDIAN EATERY","1356 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ELAREF & ALWAJIH PIZZA INC","1534 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LUISA'S PIZZA & PASTA","1550 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"SHALIMAAR OF POLK INC","1409 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHAI YO AUTHENTIC THAI CUISINE","1331 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"LEHR'S GREENHOUSE RESTAURANT","740 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FRESCO PIZZA","1338 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"MUSTASAIOS","1116 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HARPER & RYE","1695 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SPINNERIE","1401 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SAMMY'S CAFE","1416 BUSH ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CO NAM","1653 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"RANGOON RUBY","1608 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUBWAY","PO BOX 640900","SAN FRANCISCO",94164,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"BEN THAI CAFE","1331 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DIJON BURGER","1428 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BLACK POINT CAFE","882 N POINT ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NOBHILL PIZZA","1534 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"AMBROSIA RESTAURANT","500 CURRY RD","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NOURISH CAFE","1030 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GYRO SNOB","726 POST ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FARMER GIRL SALAD","726 POST ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"EL MOLCAJETE SAUCES","1494 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,NA,"CA"
"ACQUERELLO","1722 SACRAMENTO ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"BAMBOO","1441 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"ZEKI'S BAR","1319 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"LA FOLIE RESTAURANT","2316 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",35,2491,"CA"
"NICK'S CRISPY TACO'S","1500 BROADWAY","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",15,1068,"CA"
"OKOZE SUSHI","1207 UNION ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"STREET","2141 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LEOPOLD'S SF","2400 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GIOIA PIZZERIA","2240 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"BAR JOHNNY","2209 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAFE METROPOL","2400 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BLUE BARN POLK ST","2237 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ELEPHANT SUSHI","1916 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DIM SUM CLUB","2550 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ZA PIZZA","1919 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",13,926,"CA"
"LEMON GRASS THAI CUISINE","2348 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"TONIC","2360 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ESCAPE FROM NEW YORK PIZZA","2109 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"CANDY STORE","1507 VALLEJO ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"BULLIT","2209 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",15,1068,"CA"
"PESCE SEAFOOD BAR","2223 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LITTLE KITCHEN","2401 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KINJO","2206 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TEASPOON","2125 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SPLIT BREAD","2300 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"AHI MAHI ENTERPRISE LLC","2123 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",12,854,"CA"
"NEW SPOT ON POLK INC","2401 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PROJECT PIZZA POLK LLC","2238 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HELMAND PALACE","2424 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"FRASCATI","1901 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",15,1068,"CA"
"AUX DELICES VIETNAMESE RSTRNT","2327 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"HOUSE OF SUSHI","2157 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BACCHUS WINE BAR","1954 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"AMARENA","2162 LARKIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"ARIAKE JAPANESE RESTAURANT","5041 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"KABUTO SUSHI","5121 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"OLD SHANGHAI RESTAURANT","5145 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"RUSSIAN RENAISSANCE RESTAURANT","5241 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"SICHUAN HOME","5037 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BELUGA HOLDING INC","5323 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"KABUTO INC","5121 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SWAMP","5423 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"HAWKER EATS","1650 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"WELL CAFE MOBILE","623 16TH AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"S & C SEAFOOD RESTAURANT","5423 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KABUTO JAPANESE RESTAURANT","5121 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DRAGON RIVER RESTAURANT","5045 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"BUFFALO BURGER RESTAURANT","5317 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"HAN IL KWAN","1802 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"VILLAGE PIZZERIA RESTAURANT","1243 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",15,1068,"CA"
"GOURMET CAROUSEL","1559 FRANKLIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"KYOTO SUSHI","1233 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"SUTTER PLAZA GEN'L STORE","1388 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"PACIFIC PLAZA CAFE","1338 FRANKLIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ALBORZ RESTAURANT","1245 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"AKIRA JAPANESE RESTAURANT","1634 BUSH ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GENJI","1765 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PIECE OF HEAVEN","1380 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"WAYO SUSHI RESTAURANT","1407 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"WOK SHOP CAFE","1307 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"TOMMY'S JOYNT","1101 GEARY BLVD","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"PURPLE PLANT SMOOTHIES LLC","2040 FRANKLIN ST # 1201","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUBWAY","2001 VAN NESS AVE # 2","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"WASABI & GINGER","2299 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CASTAGNOLA'S RESTAURANT","286 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"TARANTINO'S RESTAURANT","206 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",45,3203,"CA"
"ALIOTOS","8 FISHERMANS WHARF","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",80,5694,"CA"
"BISTRO BOUDIN RESTAURANT & BAR","160 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",300,21349,"CA"
"CAFE FRANCISCO","2161 POWELL ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"LOU' PIER 47","300 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"FIOR D' ITALIA","2237 MASON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"FISHERMAN'S PIZZERIA","2800 LEAVENWORTH ST # 50","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"IHOP RESTAURANT","200 BEACH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",40,2847,"CA"
"PAT'S CAFE","2330 TAYLOR ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUBWAY","2698 MASON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"PIZZA ZONE","555 BEACH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"MC DONALD'S","145 JEFFERSON ST # 200","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"DARREN'S CAFE","2731 TAYLOR ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"BEACH STREET GRILL ORGANIC","380 BEACH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"MIYABI BAY","393 BAY ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HOT SPUD","2640 MASON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHINA HOUSE BAR & RESTAURANT","2237 POWELL ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",9,641,"CA"
"PESCATORE","2455 MASON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",40,2847,"CA"
"CHIPOTLE MEXICAN GRILL","333 JEFFERSON ST # 104","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",18,1281,"CA"
"GOODFELLAS PIZZERIA","377 BAY ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"TANGUITO","2850 JONES ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"APPLEBEE'S","2770 TAYLOR ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",64,4555,"CA"
"PEPPER PALACE","2800 LEAVENWORTH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NICK'S LIGHTHOUSE","5 FISHERMANS WHARF","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",45,3203,"CA"
"INTERNATIONAL SPORTS CLUB","1000 COLUMBUS AVE","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"ALIOTO'S FISH CO LTD","360 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",150,10675,"CA"
"ASIA CHINESE FOOD","350 BAY ST # 5","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"LIN TUNG YEN CHINA INC","315 BAY ST # 2","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"IN-N-OUT BURGER","333 JEFFERSON ST # 1","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",60,4270,"CA"
"CAFE EIGHT","8 FISHERMANS WHARF","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUBWAY","333 JEFFERSON ST # 3","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"TAQUERIAS EL FAROLITO","358 BEACH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"JACK IN THE BOX","2739 TAYLOR ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"POMPAY'S RESTAURANT","340 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BRICK & BEAM","555 N POINT ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DENNY'S","495 BEACH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",40,2847,"CA"
"SURISAN","505 BEACH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DELISE","327 BAY ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"CREPE CAFE","333 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUBWAY","350 BAY ST # 1","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"CILANTRO TAQUERIA","2257 MASON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ALBONA RESTAURANT","545 FRANCISCO ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"SABELLA & LA TORRE","2809 TAYLOR ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",35,2491,"CA"
"POMPEI'S GROTTO","340 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",40,2847,"CA"
"HOLLYWOOD CAFE","530 N POINT ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"SWEETIES","475 FRANCISCO ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"HILLSTONE RESTAURANT","1800 MONTGOMERY ST","SAN FRANCISCO",94111,"FULL-SERVICE RESTAURANTS",150,10675,"CA"
"BLUE LIGHT","1979 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",15,1068,"CA"
"CAFFE UNION","1830 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"CAPANNINA","1809 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",12,854,"CA"
"GAMINE","2223 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",12,854,"CA"
"ROAM ARTISAN BURGERS","1785 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MARENGO ON UNION","1980 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"H & A ENTERTAINMENT","2140 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BRICK YARD","1787 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LITE BITE","1796 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BRIXTON","2140 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TAMASHISOUL SUSHI BAR","1849 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"2 FORKS","3057 FILLMORE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BELGA RESTAURANT","2000 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PANE E VINO","1715 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",19,1353,"CA"
"PERRY'S UNION STREET","1944 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",55,3914,"CA"
"PALM HOUSE","2032 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",40,2847,"CA"
"TWO THOUSAND BLDG LLC","2000 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ITALIAN HOMEMADE CO","1919 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ROOSTER & RICE","2211 FILBERT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"UNION STREET RSTRNT PARTNERS","1875 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CONTRADA","2136 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LA CANASTA","3006 BUCHANAN ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"MARINA SUBMARINE","2299 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"HUNAN EMPIRE","2001 UNION ST # 107","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"HAYSTACK PIZZA RSTRNT PICK UP","3881 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"CHOCOLATE COVERED","4069 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"LOVEJOY'S TEA ROOM","1351 CHURCH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"FRESCA","3945 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"BISTRO SF GRILL","1305 CASTRO ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SAVOR","3913 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BERNAL HEIGHTS PIZZERIA","1361 CHURCH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GRIDDLE FRESH","4007 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHLOE'S CAFE","1399 CHURCH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",12,854,"CA"
"CASA MEXICANA II","3917 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"TUNG SING RESTAURANT","4015 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"LE ZINC","4063 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TOAST EATERY","3991 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",19,1353,"CA"
"LAZEEZ","3915 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHEZ MARIUS","4063 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SASA'S PIZZA","1361 CHURCH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NOE OPEN KITCHEN LLC","3913 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HI-WAY","3853 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SULTANS KEBAB","3915 24TH ST # 0","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"24TH STREET CHEESE CO","3853 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"MANIVANH THAI RESTAURANT","2732 24TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"PUNJAB RESTAURANT","2838 24TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"ST FRANCIS FOUNTAIN","2801 24TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"J & E RESTAURANT","2537 24TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"LA TORTA GORDA","2760 24TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"DAGWOOD & SCOOPS","2736 24TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"WOK & GO","2700 24TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"TAQUERIA SAN FRANCISCO","2794 24TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"KAZAN","2809 24TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DMAIZE","2778 24TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PAL'S TAKE AWAY","2751 24TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"EL FARO RESTAURANT","2399 FOLSOM ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"ATLAS CAFE","3049 20TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"KILLING MY LOBSTER","2101 FOLSOM ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"MR PICKLES SANDWICH SHOP","3380 20TH ST # 103","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"FLOUR + WATER","2401 HARRISON ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SAN JALISCO","901 S VAN NESS AVE","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SOUTHERN PACIFIC BREWING","620 TREAT AVE","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GALLARDO'S MEXICAN RESTAURANT","3248 18TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"STABLE CAFE","2128 FOLSOM ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",12,854,"CA"
"TRES SENORITAS GOURMET","831 YORK ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"CENTRAL KITCHEN","3000 20TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ESPRESSOBIZ","2129 HARRISON ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"BISTRO L'AVIATEUR","2850 21ST ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FARMHOUSE KITCHEN THAI CUISINE","710 FLORIDA ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"EL TEPA","2198 FOLSOM ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PASTABIZ PASTA MACHINES","2129 HARRISON ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"EVERGREEN GARDEN RESTAURANT","3100 18TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"UNIVERSAL CAFE","2814 19TH ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"BOM DIA MARKET","613 YORK ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
